variant,n_wells,n_rows,row_rmse,well_rmse_mean,well_rmse_median,well_rmse_p75,well_rmse_max
contact_safe_tail_mean,36,179506,0.005552643505233442,0.005538983779041372,0.005412405303255586,0.005539101441200343,0.007199580094568988
contact_safe_tail,36,179506,0.006292659389690655,0.0062391979471954385,0.006141357006437263,0.006970012562193912,0.007778788732097728
contact_safe,36,179506,0.006871083783676962,0.00676707267980611,0.006873027024394346,0.0074758197799398894,0.009077937553832027
grid_s3_b0_h0p17,36,179506,12.721604482271552,10.300150188496367,8.03428092333015,16.672861062692988,28.642370842552985
