variant,n_masks,n_wells,n_rows,row_rmse,well_rmse_mean,well_rmse_median,well_rmse_p75,well_rmse_max
grid_s3_b0_h0p17,3,3,9761,6.180069607954755,5.84402138118404,4.511436301851663,6.999624269192717,9.48781223653377
anchor,3,3,9761,11.191471817891859,9.712636639372937,8.8950824481036,12.564989931591747,16.234897415079892
